
Model: TCNMerge, Epoch: 1/10, Batch: 50/938, Loss: 0.49403
Model: TCNMerge, Epoch: 4/10, Batch: 200/938, Loss: 0.02892
Model: TCNMerge, Epoch: 4/10, Batch: 250/938, Loss: 0.14771
Model: TCNMerge, Epoch: 4/10, Batch: 300/938, Loss: 0.08825
Model: TCNMerge, Epoch: 4/10, Batch: 350/938, Loss: 0.00367
Model: TCNMerge, Epoch: 4/10, Batch: 400/938, Loss: 0.17442
Model: TCNMerge, Epoch: 4/10, Batch: 450/938, Loss: 0.20767
Model: TCNMerge, Epoch: 4/10, Batch: 500/938, Loss: 0.05748
Model: TCNMerge, Epoch: 4/10, Batch: 550/938, Loss: 0.02979
Model: TCNMerge, Epoch: 4/10, Batch: 600/938, Loss: 0.11064
Model: TCNMerge, Epoch: 4/10, Batch: 650/938, Loss: 0.07479
Model: TCNMerge, Epoch: 4/10, Batch: 700/938, Loss: 0.06331
Model: TCNMerge, Epoch: 4/10, Batch: 750/938, Loss: 0.07285
Model: TCNMerge, Epoch: 4/10, Batch: 800/938, Loss: 0.09792
Model: TCNMerge, Epoch: 4/10, Batch: 850/938, Loss: 0.02013
Model: TCNMerge, Epoch: 4/10, Batch: 900/938, Loss: 0.05547
------------------------------------------------------
Model: TCNMerge, Epoch: 4/10, Correct Predictions: 9765/10000, Accuracy: 97.65 %
------------------------------------------------------
Model: TCNMerge, Epoch: 5/10, Batch: 50/938, Loss: 0.03932
Model: TCNMerge, Epoch: 5/10, Batch: 100/938, Loss: 0.01764
Model: TCNMerge, Epoch: 5/10, Batch: 150/938, Loss: 0.08567
Model: TCNMerge, Epoch: 5/10, Batch: 200/938, Loss: 0.01081
Model: TCNMerge, Epoch: 5/10, Batch: 250/938, Loss: 0.11645
Model: TCNMerge, Epoch: 5/10, Batch: 300/938, Loss: 0.07834
Model: TCNMerge, Epoch: 5/10, Batch: 350/938, Loss: 0.00491
Model: TCNMerge, Epoch: 5/10, Batch: 400/938, Loss: 0.23777
Model: TCNMerge, Epoch: 5/10, Batch: 450/938, Loss: 0.09553
Model: TCNMerge, Epoch: 5/10, Batch: 500/938, Loss: 0.05753
Model: TCNMerge, Epoch: 5/10, Batch: 550/938, Loss: 0.03363
Model: TCNMerge, Epoch: 5/10, Batch: 600/938, Loss: 0.08487
Model: TCNMerge, Epoch: 5/10, Batch: 650/938, Loss: 0.09796
Model: TCNMerge, Epoch: 5/10, Batch: 700/938, Loss: 0.04099
Model: TCNMerge, Epoch: 5/10, Batch: 750/938, Loss: 0.03323
Model: TCNMerge, Epoch: 5/10, Batch: 800/938, Loss: 0.02849
Model: TCNMerge, Epoch: 5/10, Batch: 850/938, Loss: 0.05965
Model: TCNMerge, Epoch: 5/10, Batch: 900/938, Loss: 0.08473
------------------------------------------------------
Model: TCNMerge, Epoch: 5/10, Correct Predictions: 9785/10000, Accuracy: 97.85 %
------------------------------------------------------
Model: TCNMerge, Epoch: 6/10, Batch: 50/938, Loss: 0.00402
Model: TCNMerge, Epoch: 6/10, Batch: 100/938, Loss: 0.01638
Model: TCNMerge, Epoch: 6/10, Batch: 150/938, Loss: 0.09810
Model: TCNMerge, Epoch: 6/10, Batch: 200/938, Loss: 0.01356
Model: TCNMerge, Epoch: 6/10, Batch: 250/938, Loss: 0.08253
Model: TCNMerge, Epoch: 6/10, Batch: 300/938, Loss: 0.02796
Model: TCNMerge, Epoch: 6/10, Batch: 350/938, Loss: 0.00401
Model: TCNMerge, Epoch: 6/10, Batch: 400/938, Loss: 0.20832
Model: TCNMerge, Epoch: 6/10, Batch: 450/938, Loss: 0.05315
Model: TCNMerge, Epoch: 6/10, Batch: 500/938, Loss: 0.02200
Model: TCNMerge, Epoch: 6/10, Batch: 550/938, Loss: 0.09439
Model: TCNMerge, Epoch: 6/10, Batch: 600/938, Loss: 0.09845
Model: TCNMerge, Epoch: 6/10, Batch: 650/938, Loss: 0.17847
Model: TCNMerge, Epoch: 6/10, Batch: 700/938, Loss: 0.05933
Model: TCNMerge, Epoch: 6/10, Batch: 750/938, Loss: 0.01136
Model: TCNMerge, Epoch: 6/10, Batch: 800/938, Loss: 0.00796
Model: TCNMerge, Epoch: 6/10, Batch: 850/938, Loss: 0.03135
Model: TCNMerge, Epoch: 6/10, Batch: 900/938, Loss: 0.09535
------------------------------------------------------
Model: TCNMerge, Epoch: 6/10, Correct Predictions: 9795/10000, Accuracy: 97.95 %
------------------------------------------------------
Model: TCNMerge, Epoch: 7/10, Batch: 50/938, Loss: 0.00233
Model: TCNMerge, Epoch: 7/10, Batch: 100/938, Loss: 0.00769
Model: TCNMerge, Epoch: 7/10, Batch: 150/938, Loss: 0.15303
Model: TCNMerge, Epoch: 7/10, Batch: 200/938, Loss: 0.02373
Model: TCNMerge, Epoch: 7/10, Batch: 250/938, Loss: 0.07557
Model: TCNMerge, Epoch: 7/10, Batch: 300/938, Loss: 0.02478
Model: TCNMerge, Epoch: 7/10, Batch: 350/938, Loss: 0.00591
Model: TCNMerge, Epoch: 7/10, Batch: 400/938, Loss: 0.17833
Model: TCNMerge, Epoch: 7/10, Batch: 450/938, Loss: 0.06718
Model: TCNMerge, Epoch: 7/10, Batch: 500/938, Loss: 0.04098
Model: TCNMerge, Epoch: 7/10, Batch: 550/938, Loss: 0.07291
Model: TCNMerge, Epoch: 7/10, Batch: 600/938, Loss: 0.09896
Model: TCNMerge, Epoch: 7/10, Batch: 650/938, Loss: 0.08222
Model: TCNMerge, Epoch: 7/10, Batch: 700/938, Loss: 0.03546
Model: TCNMerge, Epoch: 7/10, Batch: 750/938, Loss: 0.05856
Model: TCNMerge, Epoch: 7/10, Batch: 800/938, Loss: 0.02767
Model: TCNMerge, Epoch: 7/10, Batch: 850/938, Loss: 0.02626
Model: TCNMerge, Epoch: 7/10, Batch: 900/938, Loss: 0.05277
------------------------------------------------------
Model: TCNMerge, Epoch: 7/10, Correct Predictions: 9731/10000, Accuracy: 97.31 %
------------------------------------------------------
Model: TCNMerge, Epoch: 8/10, Batch: 50/938, Loss: 0.00708
Model: TCNMerge, Epoch: 8/10, Batch: 100/938, Loss: 0.02654
Model: TCNMerge, Epoch: 8/10, Batch: 150/938, Loss: 0.04056
Model: TCNMerge, Epoch: 8/10, Batch: 200/938, Loss: 0.02558
Model: TCNMerge, Epoch: 8/10, Batch: 250/938, Loss: 0.12823
Model: TCNMerge, Epoch: 8/10, Batch: 300/938, Loss: 0.01230
Model: TCNMerge, Epoch: 8/10, Batch: 350/938, Loss: 0.00568
Model: TCNMerge, Epoch: 8/10, Batch: 400/938, Loss: 0.13191
Model: TCNMerge, Epoch: 8/10, Batch: 450/938, Loss: 0.01536
Model: TCNMerge, Epoch: 8/10, Batch: 500/938, Loss: 0.07312
Model: TCNMerge, Epoch: 8/10, Batch: 550/938, Loss: 0.01687
Model: TCNMerge, Epoch: 8/10, Batch: 600/938, Loss: 0.08524
Model: TCNMerge, Epoch: 8/10, Batch: 650/938, Loss: 0.12807
Model: TCNMerge, Epoch: 8/10, Batch: 700/938, Loss: 0.03771
Model: TCNMerge, Epoch: 8/10, Batch: 750/938, Loss: 0.00972
Model: TCNMerge, Epoch: 8/10, Batch: 800/938, Loss: 0.04125
Model: TCNMerge, Epoch: 8/10, Batch: 850/938, Loss: 0.04154
Model: TCNMerge, Epoch: 8/10, Batch: 900/938, Loss: 0.04776
------------------------------------------------------
Model: TCNMerge, Epoch: 8/10, Correct Predictions: 9826/10000, Accuracy: 98.26 %
------------------------------------------------------
Model: TCNMerge, Epoch: 9/10, Batch: 50/938, Loss: 0.00344
Model: TCNMerge, Epoch: 9/10, Batch: 100/938, Loss: 0.00411
Model: TCNMerge, Epoch: 9/10, Batch: 150/938, Loss: 0.02028
Model: TCNMerge, Epoch: 9/10, Batch: 200/938, Loss: 0.05417
Model: TCNMerge, Epoch: 9/10, Batch: 250/938, Loss: 0.03174
Model: TCNMerge, Epoch: 9/10, Batch: 300/938, Loss: 0.04381
Model: TCNMerge, Epoch: 9/10, Batch: 350/938, Loss: 0.00403
Model: TCNMerge, Epoch: 9/10, Batch: 400/938, Loss: 0.13614
Model: TCNMerge, Epoch: 9/10, Batch: 450/938, Loss: 0.09106
Model: TCNMerge, Epoch: 9/10, Batch: 500/938, Loss: 0.03242
Model: TCNMerge, Epoch: 9/10, Batch: 550/938, Loss: 0.01615
Model: TCNMerge, Epoch: 9/10, Batch: 600/938, Loss: 0.02274
Model: TCNMerge, Epoch: 9/10, Batch: 650/938, Loss: 0.08503
Model: TCNMerge, Epoch: 9/10, Batch: 700/938, Loss: 0.02736
Model: TCNMerge, Epoch: 9/10, Batch: 750/938, Loss: 0.01503
Model: TCNMerge, Epoch: 9/10, Batch: 800/938, Loss: 0.02097
Model: TCNMerge, Epoch: 9/10, Batch: 850/938, Loss: 0.03632
Model: TCNMerge, Epoch: 9/10, Batch: 900/938, Loss: 0.01625
------------------------------------------------------
Model: TCNMerge, Epoch: 9/10, Correct Predictions: 9815/10000, Accuracy: 98.15 %
------------------------------------------------------
Model: TCNMerge, Epoch: 10/10, Batch: 50/938, Loss: 0.00315
Model: TCNMerge, Epoch: 10/10, Batch: 100/938, Loss: 0.03799
Model: TCNMerge, Epoch: 10/10, Batch: 150/938, Loss: 0.04921
Model: TCNMerge, Epoch: 10/10, Batch: 200/938, Loss: 0.01026
Model: TCNMerge, Epoch: 10/10, Batch: 250/938, Loss: 0.05351
Model: TCNMerge, Epoch: 10/10, Batch: 300/938, Loss: 0.01157
Model: TCNMerge, Epoch: 10/10, Batch: 350/938, Loss: 0.00091
Model: TCNMerge, Epoch: 10/10, Batch: 400/938, Loss: 0.08480
Model: TCNMerge, Epoch: 10/10, Batch: 450/938, Loss: 0.01203
Model: TCNMerge, Epoch: 10/10, Batch: 500/938, Loss: 0.04370
Model: TCNMerge, Epoch: 10/10, Batch: 550/938, Loss: 0.01181
Model: TCNMerge, Epoch: 10/10, Batch: 600/938, Loss: 0.06230
Model: TCNMerge, Epoch: 10/10, Batch: 650/938, Loss: 0.13689
Model: TCNMerge, Epoch: 10/10, Batch: 700/938, Loss: 0.03837
Model: TCNMerge, Epoch: 10/10, Batch: 750/938, Loss: 0.01521
Model: TCNMerge, Epoch: 10/10, Batch: 800/938, Loss: 0.02056
Model: TCNMerge, Epoch: 10/10, Batch: 850/938, Loss: 0.02012
Model: TCNMerge, Epoch: 10/10, Batch: 900/938, Loss: 0.02468
------------------------------------------------------
Model: TCNMerge, Epoch: 10/10, Correct Predictions: 9841/10000, Accuracy: 98.41 %
------------------------------------------------------
Model: TCN, Epoch: 1/10, Batch: 50/938, Loss: 0.60668
Model: TCN, Epoch: 1/10, Batch: 100/938, Loss: 0.59366
Model: TCN, Epoch: 1/10, Batch: 150/938, Loss: 0.68593
Model: TCN, Epoch: 1/10, Batch: 200/938, Loss: 0.74945
Model: TCN, Epoch: 1/10, Batch: 250/938, Loss: 0.78504
Model: TCN, Epoch: 1/10, Batch: 300/938, Loss: 0.45607
Model: TCN, Epoch: 1/10, Batch: 350/938, Loss: 0.15491
Model: TCN, Epoch: 1/10, Batch: 400/938, Loss: 0.49575
Model: TCN, Epoch: 1/10, Batch: 450/938, Loss: 0.41772
Model: TCN, Epoch: 1/10, Batch: 500/938, Loss: 0.40933
Model: TCN, Epoch: 1/10, Batch: 550/938, Loss: 0.37895
Model: TCN, Epoch: 1/10, Batch: 600/938, Loss: 0.55697
Model: TCN, Epoch: 1/10, Batch: 650/938, Loss: 0.53705
Model: TCN, Epoch: 1/10, Batch: 700/938, Loss: 0.44518
Model: TCN, Epoch: 1/10, Batch: 750/938, Loss: 0.39449
Model: TCN, Epoch: 1/10, Batch: 800/938, Loss: 0.40844
Model: TCN, Epoch: 1/10, Batch: 850/938, Loss: 0.25329
Model: TCN, Epoch: 1/10, Batch: 900/938, Loss: 0.24195
------------------------------------------------------
Model: TCN, Epoch: 1/10, Correct Predictions: 8673/10000, Accuracy: 86.73 %
------------------------------------------------------
Model: TCN, Epoch: 2/10, Batch: 50/938, Loss: 0.21774
Model: TCN, Epoch: 2/10, Batch: 100/938, Loss: 0.24622
Model: TCN, Epoch: 2/10, Batch: 150/938, Loss: 0.33560
Model: TCN, Epoch: 2/10, Batch: 200/938, Loss: 0.40545
Model: TCN, Epoch: 2/10, Batch: 250/938, Loss: 0.53685
Model: TCN, Epoch: 2/10, Batch: 300/938, Loss: 0.28454
Model: TCN, Epoch: 2/10, Batch: 350/938, Loss: 0.08053
Model: TCN, Epoch: 2/10, Batch: 400/938, Loss: 0.48548
Model: TCN, Epoch: 2/10, Batch: 450/938, Loss: 0.33631
Model: TCN, Epoch: 2/10, Batch: 500/938, Loss: 0.26423
Model: TCN, Epoch: 2/10, Batch: 550/938, Loss: 0.28040
Model: TCN, Epoch: 2/10, Batch: 600/938, Loss: 0.44062
Model: TCN, Epoch: 2/10, Batch: 650/938, Loss: 0.40131
Model: TCN, Epoch: 2/10, Batch: 700/938, Loss: 0.37412
Model: TCN, Epoch: 2/10, Batch: 750/938, Loss: 0.29581
Model: TCN, Epoch: 2/10, Batch: 800/938, Loss: 0.29538
Model: TCN, Epoch: 2/10, Batch: 850/938, Loss: 0.21142
Model: TCN, Epoch: 2/10, Batch: 900/938, Loss: 0.27818
------------------------------------------------------
Model: TCN, Epoch: 2/10, Correct Predictions: 8955/10000, Accuracy: 89.55 %
------------------------------------------------------
Model: TCN, Epoch: 3/10, Batch: 50/938, Loss: 0.15825
Model: TCN, Epoch: 3/10, Batch: 100/938, Loss: 0.19884
Model: TCN, Epoch: 3/10, Batch: 150/938, Loss: 0.26618
Model: TCN, Epoch: 3/10, Batch: 200/938, Loss: 0.31317
Model: TCN, Epoch: 3/10, Batch: 250/938, Loss: 0.43626
Model: TCN, Epoch: 3/10, Batch: 300/938, Loss: 0.28066
Model: TCN, Epoch: 3/10, Batch: 350/938, Loss: 0.06747
Model: TCN, Epoch: 3/10, Batch: 400/938, Loss: 0.39869
Model: TCN, Epoch: 3/10, Batch: 450/938, Loss: 0.28267
Model: TCN, Epoch: 3/10, Batch: 500/938, Loss: 0.20851
Model: TCN, Epoch: 3/10, Batch: 550/938, Loss: 0.26849
Model: TCN, Epoch: 3/10, Batch: 600/938, Loss: 0.43256
Model: TCN, Epoch: 3/10, Batch: 650/938, Loss: 0.34472
Model: TCN, Epoch: 3/10, Batch: 700/938, Loss: 0.36173
Model: TCN, Epoch: 3/10, Batch: 750/938, Loss: 0.26312
Model: TCN, Epoch: 3/10, Batch: 800/938, Loss: 0.22951
Model: TCN, Epoch: 3/10, Batch: 850/938, Loss: 0.17274
Model: TCN, Epoch: 3/10, Batch: 900/938, Loss: 0.23497
------------------------------------------------------
Model: TCN, Epoch: 3/10, Correct Predictions: 9012/10000, Accuracy: 90.12 %
------------------------------------------------------
Model: TCN, Epoch: 4/10, Batch: 50/938, Loss: 0.12923
Model: TCN, Epoch: 4/10, Batch: 100/938, Loss: 0.10631
Model: TCN, Epoch: 4/10, Batch: 150/938, Loss: 0.27821
Model: TCN, Epoch: 4/10, Batch: 200/938, Loss: 0.29708
Model: TCN, Epoch: 4/10, Batch: 250/938, Loss: 0.41156
Model: TCN, Epoch: 4/10, Batch: 300/938, Loss: 0.21318
Model: TCN, Epoch: 4/10, Batch: 350/938, Loss: 0.06724
Model: TCN, Epoch: 4/10, Batch: 400/938, Loss: 0.37365
Model: TCN, Epoch: 4/10, Batch: 450/938, Loss: 0.25198
Model: TCN, Epoch: 4/10, Batch: 500/938, Loss: 0.17841
Model: TCN, Epoch: 4/10, Batch: 550/938, Loss: 0.23750
Model: TCN, Epoch: 4/10, Batch: 600/938, Loss: 0.45784
Model: TCN, Epoch: 4/10, Batch: 650/938, Loss: 0.32303
Model: TCN, Epoch: 4/10, Batch: 700/938, Loss: 0.36045
Model: TCN, Epoch: 4/10, Batch: 750/938, Loss: 0.27530
Model: TCN, Epoch: 4/10, Batch: 800/938, Loss: 0.16745
Model: TCN, Epoch: 4/10, Batch: 850/938, Loss: 0.15242
Model: TCN, Epoch: 4/10, Batch: 900/938, Loss: 0.21854
------------------------------------------------------
Model: TCN, Epoch: 4/10, Correct Predictions: 9085/10000, Accuracy: 90.85 %
------------------------------------------------------
Model: TCN, Epoch: 5/10, Batch: 50/938, Loss: 0.09204
Model: TCN, Epoch: 5/10, Batch: 100/938, Loss: 0.12016
Model: TCN, Epoch: 5/10, Batch: 150/938, Loss: 0.25900
Model: TCN, Epoch: 5/10, Batch: 200/938, Loss: 0.26954
Model: TCN, Epoch: 5/10, Batch: 250/938, Loss: 0.44273
Model: TCN, Epoch: 5/10, Batch: 300/938, Loss: 0.16506
Model: TCN, Epoch: 5/10, Batch: 350/938, Loss: 0.04851
Model: TCN, Epoch: 5/10, Batch: 400/938, Loss: 0.39775
Model: TCN, Epoch: 5/10, Batch: 450/938, Loss: 0.22654
Model: TCN, Epoch: 5/10, Batch: 500/938, Loss: 0.19675
Model: TCN, Epoch: 5/10, Batch: 550/938, Loss: 0.21611
Model: TCN, Epoch: 5/10, Batch: 600/938, Loss: 0.41053
Model: TCN, Epoch: 5/10, Batch: 650/938, Loss: 0.33232
Model: TCN, Epoch: 5/10, Batch: 700/938, Loss: 0.23518
Model: TCN, Epoch: 5/10, Batch: 750/938, Loss: 0.21017
Model: TCN, Epoch: 5/10, Batch: 800/938, Loss: 0.14114
Model: TCN, Epoch: 5/10, Batch: 850/938, Loss: 0.17389
Model: TCN, Epoch: 5/10, Batch: 900/938, Loss: 0.20313
------------------------------------------------------
Model: TCN, Epoch: 5/10, Correct Predictions: 9086/10000, Accuracy: 90.86 %
------------------------------------------------------
Model: TCN, Epoch: 6/10, Batch: 50/938, Loss: 0.06742
Model: TCN, Epoch: 6/10, Batch: 100/938, Loss: 0.09802
Model: TCN, Epoch: 6/10, Batch: 150/938, Loss: 0.27817
Model: TCN, Epoch: 6/10, Batch: 200/938, Loss: 0.31993
Model: TCN, Epoch: 6/10, Batch: 250/938, Loss: 0.40265
Model: TCN, Epoch: 6/10, Batch: 300/938, Loss: 0.17324
Model: TCN, Epoch: 6/10, Batch: 350/938, Loss: 0.08329
Model: TCN, Epoch: 6/10, Batch: 400/938, Loss: 0.33556
Model: TCN, Epoch: 6/10, Batch: 450/938, Loss: 0.24112
Model: TCN, Epoch: 6/10, Batch: 500/938, Loss: 0.17170
Model: TCN, Epoch: 6/10, Batch: 550/938, Loss: 0.25290
Model: TCN, Epoch: 6/10, Batch: 600/938, Loss: 0.44798
Model: TCN, Epoch: 6/10, Batch: 650/938, Loss: 0.24654
Model: TCN, Epoch: 6/10, Batch: 700/938, Loss: 0.27645
Model: TCN, Epoch: 6/10, Batch: 750/938, Loss: 0.17847
Model: TCN, Epoch: 6/10, Batch: 800/938, Loss: 0.16423
Model: TCN, Epoch: 6/10, Batch: 850/938, Loss: 0.12335
Model: TCN, Epoch: 6/10, Batch: 900/938, Loss: 0.18431
------------------------------------------------------
Model: TCN, Epoch: 6/10, Correct Predictions: 9096/10000, Accuracy: 90.96 %
------------------------------------------------------
Model: TCN, Epoch: 7/10, Batch: 50/938, Loss: 0.09137
Model: TCN, Epoch: 7/10, Batch: 100/938, Loss: 0.10564
Model: TCN, Epoch: 7/10, Batch: 150/938, Loss: 0.21055
Model: TCN, Epoch: 7/10, Batch: 200/938, Loss: 0.26202
Model: TCN, Epoch: 7/10, Batch: 250/938, Loss: 0.38253
Model: TCN, Epoch: 7/10, Batch: 300/938, Loss: 0.12992
Model: TCN, Epoch: 7/10, Batch: 350/938, Loss: 0.06448
Model: TCN, Epoch: 7/10, Batch: 400/938, Loss: 0.35906
Model: TCN, Epoch: 7/10, Batch: 450/938, Loss: 0.21575
Model: TCN, Epoch: 7/10, Batch: 500/938, Loss: 0.11730
Model: TCN, Epoch: 7/10, Batch: 550/938, Loss: 0.17858
Model: TCN, Epoch: 7/10, Batch: 600/938, Loss: 0.36218
Model: TCN, Epoch: 7/10, Batch: 650/938, Loss: 0.25767
Model: TCN, Epoch: 7/10, Batch: 700/938, Loss: 0.20507
Model: TCN, Epoch: 7/10, Batch: 750/938, Loss: 0.19581
Model: TCN, Epoch: 7/10, Batch: 800/938, Loss: 0.13325
Model: TCN, Epoch: 7/10, Batch: 850/938, Loss: 0.11677
Model: TCN, Epoch: 7/10, Batch: 900/938, Loss: 0.15503
------------------------------------------------------
Model: TCN, Epoch: 7/10, Correct Predictions: 9078/10000, Accuracy: 90.78 %
------------------------------------------------------
Model: TCN, Epoch: 8/10, Batch: 50/938, Loss: 0.07287
Model: TCN, Epoch: 8/10, Batch: 100/938, Loss: 0.08411
Model: TCN, Epoch: 8/10, Batch: 150/938, Loss: 0.24812
Model: TCN, Epoch: 8/10, Batch: 200/938, Loss: 0.26964
Model: TCN, Epoch: 8/10, Batch: 250/938, Loss: 0.33736
Model: TCN, Epoch: 8/10, Batch: 300/938, Loss: 0.10232
Model: TCN, Epoch: 8/10, Batch: 350/938, Loss: 0.03749
Model: TCN, Epoch: 8/10, Batch: 400/938, Loss: 0.28229
Model: TCN, Epoch: 8/10, Batch: 450/938, Loss: 0.16004
Model: TCN, Epoch: 8/10, Batch: 500/938, Loss: 0.10255
Model: TCN, Epoch: 8/10, Batch: 550/938, Loss: 0.16177
Model: TCN, Epoch: 8/10, Batch: 600/938, Loss: 0.42028
Model: TCN, Epoch: 8/10, Batch: 650/938, Loss: 0.21623
Model: TCN, Epoch: 8/10, Batch: 700/938, Loss: 0.20488
Model: TCN, Epoch: 8/10, Batch: 750/938, Loss: 0.23478
Model: TCN, Epoch: 8/10, Batch: 800/938, Loss: 0.10667
Model: TCN, Epoch: 8/10, Batch: 850/938, Loss: 0.14126
Model: TCN, Epoch: 8/10, Batch: 900/938, Loss: 0.20115
------------------------------------------------------
Model: TCN, Epoch: 8/10, Correct Predictions: 9155/10000, Accuracy: 91.55 %
------------------------------------------------------
Model: TCN, Epoch: 9/10, Batch: 50/938, Loss: 0.06066
Model: TCN, Epoch: 9/10, Batch: 100/938, Loss: 0.07324
Model: TCN, Epoch: 9/10, Batch: 150/938, Loss: 0.22687
Model: TCN, Epoch: 9/10, Batch: 200/938, Loss: 0.19360
Model: TCN, Epoch: 9/10, Batch: 250/938, Loss: 0.37357
Model: TCN, Epoch: 9/10, Batch: 300/938, Loss: 0.07236
Model: TCN, Epoch: 9/10, Batch: 350/938, Loss: 0.04347
Model: TCN, Epoch: 9/10, Batch: 400/938, Loss: 0.28689
Model: TCN, Epoch: 9/10, Batch: 450/938, Loss: 0.18802
Model: TCN, Epoch: 9/10, Batch: 500/938, Loss: 0.10937
Model: TCN, Epoch: 9/10, Batch: 550/938, Loss: 0.16793
Model: TCN, Epoch: 9/10, Batch: 600/938, Loss: 0.39649
Model: TCN, Epoch: 9/10, Batch: 650/938, Loss: 0.21922
Model: TCN, Epoch: 9/10, Batch: 700/938, Loss: 0.16111
Model: TCN, Epoch: 9/10, Batch: 750/938, Loss: 0.13924
